%t_sec,seq,x,y,theta,pan,tilt,fx,fy,cx,cy,width,height,omega,battery,rc -- /home/cedricp/Bags/140106_around_the_lake_auto/2014-01-06-08-30-57_0.bag
1389015195.999265,5923.000000,296869.953077,5442693.985917,-1.080964,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.012205,15.678852,1.000000
1389015196.099249,5924.000000,296869.964402,5442693.957218,-1.073269,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.014483,15.756195,1.000000
1389015196.199414,5925.000000,296869.976554,5442693.928670,-1.070147,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.021904,15.751436,1.000000
1389015196.299521,5926.000000,296869.990591,5442693.900615,-1.072885,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.024400,15.529151,1.000000
1389015196.399687,5927.000000,296870.004637,5442693.872543,-1.067341,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.016119,15.716653,1.000000
1389015196.502238,5928.000000,296870.019017,5442693.843802,-1.060447,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.016954,15.735022,1.000000
1389015196.599916,5929.000000,296870.033725,5442693.818601,-1.053069,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.024037,15.722857,1.000000
1389015196.699782,5930.000000,296870.051639,5442693.799023,-1.056729,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.017747,15.547437,1.000000
1389015196.802901,5931.000000,296870.068041,5442693.775595,-1.062220,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.015990,15.740454,1.000000
1389015196.900072,5932.000000,296870.079295,5442693.747076,-1.060979,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.018987,15.759241,1.000000
1389015196.999903,5933.000000,296870.092963,5442693.718136,-1.070978,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.022346,15.579494,1.000000
1389015197.100956,5934.000000,296870.110328,5442693.689443,-1.063693,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.012118,15.703535,1.000000
1389015197.200526,5935.000000,296870.127439,5442693.661172,-1.055531,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.013834,15.735633,1.000000
1389015197.300863,5936.000000,296870.144681,5442693.632683,-1.053640,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.019054,15.706811,1.000000
1389015197.401222,5937.000000,296870.159625,5442693.604268,-1.053623,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.014211,15.552924,1.000000
1389015197.501888,5938.000000,296870.170822,5442693.575897,-1.052259,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.013686,15.734619,1.000000
1389015197.601146,5939.000000,296870.184149,5442693.547823,-1.052963,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.017750,15.734679,1.000000
1389015197.700740,5940.000000,296870.201297,5442693.519492,-1.066053,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.014203,15.560007,1.000000
1389015197.800902,5941.000000,296870.218303,5442693.491394,-1.066716,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.010595,15.736526,1.000000
1389015197.901165,5942.000000,296870.234922,5442693.463935,-1.059482,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.013579,15.750564,1.000000
1389015198.002006,5943.000000,296870.251636,5442693.436318,-1.054048,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.017994,15.657957,1.000000
1389015198.101269,5944.000000,296870.268089,5442693.409134,-1.045364,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.008833,15.656416,1.000000
1389015198.201249,5945.000000,296870.284942,5442693.379012,-1.039278,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.010556,15.771353,1.000000
1389015198.301353,5946.000000,296870.302813,5442693.339083,-1.043655,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.013661,15.762379,1.000000
1389015198.402545,5947.000000,296870.320629,5442693.302676,-1.044131,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.011894,15.665278,1.000000
1389015198.501457,5948.000000,296870.337560,5442693.274702,-1.041113,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.000328,15.596729,1.000000
1389015198.601841,5949.000000,296870.353737,5442693.246417,-1.041386,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.001059,15.775094,1.000000
1389015198.701914,5950.000000,296870.367735,5442693.218440,-1.031332,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.003098,15.787724,1.000000
1389015198.801600,5951.000000,296870.381679,5442693.190572,-1.027077,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.003194,15.773113,1.000000
1389015198.903152,5952.000000,296870.395883,5442693.162182,-1.037413,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.001162,15.668782,1.000000
1389015199.002102,5953.000000,296870.410619,5442693.134341,-1.021973,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007070,15.704634,1.000000
1389015199.102072,5954.000000,296870.427937,5442693.105728,-1.025682,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.011686,15.751164,1.000000
1389015199.202451,5955.000000,296870.443505,5442693.077285,-1.023306,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.013834,15.756315,1.000000
1389015199.307480,5956.000000,296870.454947,5442693.048290,-1.021086,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.013685,15.753922,1.000000
1389015199.402354,5957.000000,296870.466760,5442693.021933,-1.023787,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.013684,15.753354,1.000000
1389015199.503071,5958.000000,296870.484013,5442692.993427,-1.021691,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.014905,15.748887,1.000000
1389015199.603693,5959.000000,296870.500552,5442692.963714,-1.022699,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.014914,15.745545,1.000000
1389015199.703613,5960.000000,296870.514755,5442692.930291,-1.029661,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.016948,15.743597,1.000000
1389015199.803735,5961.000000,296870.528986,5442692.896800,-1.042050,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.018101,15.741571,1.000000
1389015199.903944,5962.000000,296870.543229,5442692.863279,-1.045176,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.019168,15.743995,1.000000
1389015200.002934,5963.000000,296870.557130,5442692.831960,-1.050244,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.022184,15.762351,1.000000
1389015200.103511,5964.000000,296870.570833,5442692.804572,-1.048261,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.022451,15.760036,1.000000
1389015200.203879,5965.000000,296870.584508,5442692.777241,-1.053154,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.023429,15.801747,1.000000
1389015200.303676,5966.000000,296870.598106,5442692.750065,-1.044507,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.018229,15.826463,1.000000
1389015200.404016,5967.000000,296870.611596,5442692.722213,-1.050290,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.018028,15.826966,1.000000
1389015200.504913,5968.000000,296870.623992,5442692.690802,-1.044637,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.017052,15.820421,1.000000
1389015200.605232,5969.000000,296870.636907,5442692.660585,-1.055856,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.017044,15.817852,1.000000
1389015200.706275,5970.000000,296870.651110,5442692.632201,-1.055658,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.015011,15.825863,1.000000
1389015200.803864,5971.000000,296870.664826,5442692.604787,-1.054981,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.014922,15.833162,1.000000
1389015200.904421,5972.000000,296870.678960,5442692.576539,-1.049574,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.010683,15.832986,1.000000
1389015201.004452,5973.000000,296870.692034,5442692.547332,-1.051718,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.008619,15.840873,1.000000
1389015201.104762,5974.000000,296870.702721,5442692.515321,-1.048255,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.008441,15.831858,1.000000
1389015201.204142,5975.000000,296870.713308,5442692.483606,-1.055536,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.006488,15.760777,1.000000
1389015201.305374,5976.000000,296870.724093,5442692.451300,-1.068818,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.000522,15.481218,1.000000
1389015201.404866,5977.000000,296870.734806,5442692.420121,-1.072963,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.022783,15.610198,1.000000
1389015201.505111,5978.000000,296870.746135,5442692.391414,-1.080968,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.037748,15.595568,1.000000
1389015201.605057,5979.000000,296870.757562,5442692.362457,-1.095529,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.059740,15.645557,1.000000
1389015201.705472,5980.000000,296870.769559,5442692.332057,-1.091341,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.074948,15.687060,1.000000
1389015201.804806,5981.000000,296870.783072,5442692.301181,-1.088458,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.085715,15.711849,1.000000
1389015201.905514,5982.000000,296870.800022,5442692.268292,-1.082256,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.095556,15.717968,1.000000
1389015202.005161,5983.000000,296870.816794,5442692.235749,-1.081646,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.104899,15.649382,1.000000
1389015202.105426,5984.000000,296870.833670,5442692.203004,-1.070625,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.109769,15.784236,1.000000
1389015202.206179,5985.000000,296870.848863,5442692.171599,-1.049499,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.105653,15.815999,1.000000
1389015202.305725,5986.000000,296870.859715,5442692.144100,-1.035461,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.102452,15.821680,1.000000
1389015202.406700,5987.000000,296870.872756,5442692.115334,-1.014780,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.096082,15.824660,1.000000
1389015202.505855,5988.000000,296870.891356,5442692.084603,-0.985648,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.089854,15.808178,1.000000
1389015202.606658,5989.000000,296870.908210,5442692.054726,-0.973856,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.082406,15.737838,1.000000
1389015202.705553,5990.000000,296870.921946,5442692.027274,-0.974491,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.063970,15.562041,1.000000
1389015202.809700,5991.000000,296870.936411,5442691.998363,-0.967348,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.044471,15.627847,1.000000
1389015202.906729,5992.000000,296870.949887,5442691.971429,-0.955255,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.037661,15.735960,1.000000
1389015203.010746,5993.000000,296870.964290,5442691.940796,-0.955166,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.033218,15.771054,1.000000
1389015203.110027,5994.000000,296870.977961,5442691.908622,-0.948731,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.024889,15.700996,1.000000
1389015203.207245,5995.000000,296870.991348,5442691.877117,-0.938739,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.004002,15.675951,1.000000
1389015203.306750,5996.000000,296871.005051,5442691.844870,-0.934664,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.003064,15.760026,1.000000
1389015203.409016,5997.000000,296871.018973,5442691.812888,-0.923833,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.001245,15.793569,1.000000
1389015203.506600,5998.000000,296871.031875,5442691.785154,-0.920290,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.000986,15.811391,1.000000
1389015203.606853,5999.000000,296871.045130,5442691.756661,-0.921834,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.000090,15.820242,1.000000
1389015203.708766,6000.000000,296871.058604,5442691.727697,-0.913301,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.003094,15.824655,1.000000
1389015203.806780,6001.000000,296871.071563,5442691.699841,-0.912123,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.006124,15.831321,1.000000
1389015203.907002,6002.000000,296871.084814,5442691.671357,-0.910256,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.006309,15.826341,1.000000
1389015204.006909,6003.000000,296871.099379,5442691.645579,-0.904674,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.006474,15.827091,1.000000
1389015204.107033,6004.000000,296871.117245,5442691.626053,-0.903415,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.006475,15.826403,1.000000
1389015204.206903,6005.000000,296871.135799,5442691.605263,-0.908164,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007451,15.824315,1.000000
1389015204.307269,6006.000000,296871.155976,5442691.581627,-0.908646,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.007458,15.828726,1.000000
1389015204.409815,6007.000000,296871.176592,5442691.557477,-0.906542,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.003472,15.826435,1.000000
1389015204.507147,6008.000000,296871.196159,5442691.534555,-0.910174,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.002223,15.818273,1.000000
1389015204.608350,6009.000000,296871.215950,5442691.511759,-0.919710,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.001074,15.780903,1.000000
1389015204.708109,6010.000000,296871.233981,5442691.492052,-0.935314,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.007800,15.634992,1.000000
1389015204.807477,6011.000000,296871.251691,5442691.469593,-0.945993,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.018685,15.607852,1.000000
1389015204.907778,6012.000000,296871.269034,5442691.440937,-0.949953,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.025272,15.737183,1.000000
1389015205.008894,6013.000000,296871.286519,5442691.412048,-0.946484,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.029631,15.777343,1.000000
1389015205.107800,6014.000000,296871.303622,5442691.383790,-0.940365,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.033892,15.797116,1.000000
1389015205.208138,6015.000000,296871.320977,5442691.356793,-0.934965,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.037990,15.794455,1.000000
1389015205.308210,6016.000000,296871.338298,5442691.333067,-0.923827,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.040298,15.784918,1.000000
1389015205.408138,6017.000000,296871.355594,5442691.309374,-0.916449,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.041536,15.791348,1.000000
1389015205.508435,6018.000000,296871.372954,5442691.285594,-0.909579,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.040569,15.813586,1.000000
1389015205.608622,6019.000000,296871.392406,5442691.263226,-0.902221,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.035355,15.816183,1.000000
1389015205.709299,6020.000000,296871.416300,5442691.243603,-0.900424,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.032145,15.828589,1.000000
1389015205.809257,6021.000000,296871.437902,5442691.220875,-0.899606,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.030021,15.834997,1.000000
1389015205.909439,6022.000000,296871.455467,5442691.191854,-0.893975,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.027697,15.838472,1.000000
1389015206.009480,6023.000000,296871.473078,5442691.166520,-0.881669,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.027695,15.841355,1.000000
1389015206.109785,6024.000000,296871.490853,5442691.147094,-0.870936,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.026719,15.842783,1.000000
1389015206.209806,6025.000000,296871.509437,5442691.126159,-0.865192,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.025737,15.835300,1.000000
1389015206.309373,6026.000000,296871.529214,5442691.102991,-0.864276,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.024508,15.768954,1.000000
1389015206.412014,6027.000000,296871.549602,5442691.079108,-0.880339,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,0.019540,15.520645,1.000000
1389015206.511039,6028.000000,296871.569272,5442691.056066,-0.888760,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.008401,15.468044,1.000000
1389015206.609270,6029.000000,296871.588280,5442691.032793,-0.892311,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.023733,15.578936,1.000000
1389015206.709578,6030.000000,296871.606403,5442691.007967,-0.896101,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.034582,15.599568,1.000000
1389015206.809689,6031.000000,296871.624491,5442690.983190,-0.896125,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.050279,15.493583,1.000000
1389015206.909531,6032.000000,296871.642531,5442690.958480,-0.905280,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.080574,15.330647,1.000000
1389015207.010180,6033.000000,296871.660335,5442690.931958,-0.915458,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.120654,15.270259,1.000000
1389015207.110134,6034.000000,296871.677528,5442690.903551,-0.908451,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.149094,15.470146,1.000000
1389015207.210881,6035.000000,296871.692100,5442690.875185,-0.903319,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.162477,15.629057,1.000000
1389015207.309963,6036.000000,296871.702978,5442690.847621,-0.907707,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.165991,15.720495,1.000000
1389015207.410296,6037.000000,296871.714118,5442690.821451,-0.916846,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.163251,15.766610,1.000000
1389015207.510633,6038.000000,296871.725440,5442690.797828,-0.919506,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.160059,15.791744,1.000000
1389015207.611768,6039.000000,296871.736852,5442690.774016,-0.937939,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.155723,15.774424,1.000000
1389015207.710859,6040.000000,296871.748033,5442690.750686,-0.963192,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.149591,15.746081,1.000000
1389015207.811001,6041.000000,296871.759289,5442690.725178,-0.986535,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.146128,15.740639,1.000000
1389015207.910912,6042.000000,296871.770452,5442690.696889,-1.002614,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.139758,15.725901,1.000000
1389015208.011760,6043.000000,296871.781711,5442690.668360,-1.019842,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.138573,15.717814,1.000000
1389015208.111868,6044.000000,296871.792872,5442690.640078,-1.029760,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.141574,15.710355,1.000000
1389015208.211935,6045.000000,296871.804008,5442690.613950,-1.046157,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.141677,15.712701,1.000000
1389015208.314994,6046.000000,296871.815448,5442690.590080,-1.064917,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.140621,15.734006,1.000000
1389015208.414169,6047.000000,296871.826457,5442690.567110,-1.085075,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.136544,15.764759,1.000000
1389015208.512984,6048.000000,296871.837426,5442690.544224,-1.098454,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.130251,15.768589,1.000000
1389015208.615165,6049.000000,296871.846477,5442690.518813,-1.105526,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.127929,15.772598,1.000000
1389015208.711514,6050.000000,296871.851314,5442690.492037,-1.122480,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.120752,15.787559,1.000000
1389015208.811306,6051.000000,296871.858358,5442690.464010,-1.141098,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.112403,15.785481,1.000000
1389015208.911628,6052.000000,296871.869722,5442690.435215,-1.154802,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.105589,15.696181,1.000000
1389015209.011723,6053.000000,296871.879533,5442690.406721,-1.178409,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.110175,15.600668,1.000000
1389015209.111696,6054.000000,296871.886609,5442690.378682,-1.195675,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.110944,15.754123,1.000000
1389015209.212291,6055.000000,296871.893729,5442690.350469,-1.208983,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.110786,15.747006,1.000000
1389015209.312153,6056.000000,296871.900797,5442690.322462,-1.215865,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.105823,15.789724,1.000000
1389015209.412090,6057.000000,296871.907870,5442690.294433,-1.233988,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.101393,15.808993,1.000000
1389015209.512407,6058.000000,296871.914970,5442690.266298,-1.250635,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.095097,15.808472,1.000000
1389015209.613476,6059.000000,296871.921344,5442690.238166,-1.250496,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.089764,15.801478,1.000000
1389015209.712386,6060.000000,296871.926253,5442690.210999,-1.268015,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.084355,15.815548,1.000000
1389015209.812587,6061.000000,296871.930302,5442690.183076,-1.283337,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.080005,15.825683,1.000000
1389015209.914232,6062.000000,296871.932416,5442690.153886,-1.294040,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.078834,15.827091,1.000000
1389015210.012455,6063.000000,296871.934458,5442690.125677,-1.304415,1.569978,0.199948,759.308012,690.439840,370.915450,250.909693,704.000000,480.000000,-0.075735,15.822713,1.000000
